Sol,"Between 2621 and 2735, Federal member systems underwent a period of societal change. The original colonial charters of many settlements granted hereditary land and position to families descended from their original settlers. Many of these birthright claims extended across vast areas of land and encompassed massive resources. The old charters became a hindrance especially to corporations who wanted access to these assets and gradually more and more pressure came to bear on the presidential administration to take action against this 'stifling anachrinism'. / The Birthright Wars were the name given to a series of conflicts that resulted in the forced acquisition or redistribution of hereditary rights (depending on your viewpoint) from colonial pioneers to corporations who had necessary technology to exploit these regions. It was generally blamed on corporate greed at the time, but notably the Federal Navy stood by.",0.00,0.00,0.00
Ayethi,"One notable power struggle in the Ayethi system was between the Federal military and the Argent family, resulting in Walter Argent leaving the system with as much of the family wealth as he could, and re-settling his family in Alioth. / The Birthright Wars were often cited as a primary reason for former member systems susequently leaving the Federation, and, much later, the formation of the Independent Alliance.",29.28,-71.09,-21.72
Anlave,"The commercial race in starship innovation together with increased funding from the Birthright Wars allowed the Federation to renew and centralise its military power. In the past, mobilising a fleet had required mustering resources from each member system, but generous corporate charters authorised different corporations to build an maintain centralised fleets. The first of this was commissioned and trained at Anlave in 2702, providing a much needed new purpose for the ruined agricultural system. These could be deployed much more efficiently against the Federation's enemies. / Anlave was the site for the final act in the Birthright Wars. Exiled descendants of displaced original colonists, invaded the system in 2708, and bombarded the Naval Academy at Anderton, obliterating it. A battlefleet of privateers descended on the system, but were beaten back by a spirited and shrewd tactician; Admiral Ghenkis B'nami. It was believed at the time that Imperial finance had sponsored the coup, but no link was ever proven, and this is now seen as scaremongering.",-25.38,1.13,-20.84
Lave,"2849 is the first recorded contact between Human and Targoid ships in the Galactic Cooperative sectors, though it was suspected there had been many eralier encounters, just with no human survivors or witnesses. There was a short holo clip of part of the encounter, where the alien ship briefly passed through the field of view before the human ship managed to successfully jump clear. It required a great deal of magnification and in the blurred image there appeared to be the word ""THARG"" - but though different people could see different things in the combinations of what might be a shadow, surface scarring or a logo. Nevertheless in the absence of another name, it has stuck ever since, extended to 'Thargoid' by most commentators. / Encounters continued with many years. Some were just disappearances where no wreckage was found in the vast tracts of space, and may have had nothing to do with aliens, but more the reliability of jump drives of the period, prone to misjumps.",75.75,48.75,70.75
Ackwada,"In 2862, the Presidential election was won by Isaach Gellan, whose administration marked a new turn for the Federation in interstellar politics. Within months, agents of the Gellan administration were sent to the Ackwada system to repay substantial unofficial (and illegal) loans made to the presidential campaign. The main creditor was the Rockforth Corporation, who refused a negotiated settlement, holding out for precisely the deal agreed in the election race. In 2864, Gellan and his advisers appeared to have withdrawn from these negotiations, because, instead of agreeing the terms, the Federal Navy was mobilised to invade the system on an unrelated pretext.",42.78,-65.31,-11.34
Sol,"In 2866 lost his mid-term Vote of Confidence, and the extent of his corruption and corporate links were brought to light shortly afterwards, bringing down a number of Congressmen too, and exposing a seedy sub-culture of corporate entertainment and abuse of Federal power on a massive scale. No on on the corporate side was ever prosecuted, but a period of scrutiny followed and most corporations wisely back off interference with Federal politics for several years.",0.00,0.00,0.00
Zelada,"In 2867, disappearances of several traders near Zelada prompted a Federal Navy response under the new President Olaf Smith. The task force soon found itself with more to do when further ships disappeared in Ququve and Aymiay in the same year, totalling thirteen ships in three months. In response, the Federation bolstered forces on Laedla rapidly and militarised the system as a base in response to this alien threat. / It has never been determined that these disappearances could be attributed to the Thargoids and little documentation has emerged about the Federal battlegroup's activities in this sector in this period. Nevertheless, Smith made much of his show of strength 'driving away the alien threat' and was popular as a result, further enhancing naval forces and drawing a line under the Gellan incident and the taint it had delivered to the Presidential office.",-58.88,-21.53,-54.84
Zelada,"Many decades later the infamous cinemativ biography of the pirate calling himself ""The Black Prince"" claimed responsibility for all these atatacks, unsing what grew to a highly mobile smal fleet of well-equipped matt black Anacondas acting together, each carrying a smal, nimble one-man fighter. The attacks stopped not because of the Federal fleet, but because the Black Prince and his brothers in piracy retired to the outer systems on the wealth they had acquired. Many doubt his story as most of the facts do not check out - but others claimed he had simply exaggerated what was a basically true but far more seedy story.",-58.88,-21.53,-54.84
Ackwada,"In 2872, now out of Federal prison and with the numerous enquiries that followed the incidents over, Gellan, still a wealthy man, attempted to resolve the matter with the Rockforth Corporation, this time using a mercenary fleet. However, Lanner had remained on retainer and his forces were modern and well equipped. Using Anaconda transports and Cobra Mark I's, Lanner was able to outmanoeuvre Gellan's battle group, forcing another retreat. This second humiliating defeat cost Gellan dearly.",42.78,-65.31,-11.34
Phekda,"In 2876, after a period of economic instability and civil war between its corporate colonists, the Phekda system had descended into chaos. The Federation under President Jeremy Tann launced an offensive to take contril of it. For a period of twenty years, a military governor was imposed and attempts were made to repatriate the system under a new colonial charter, but when new elections drove Tann from office at the end of his term and rebel insurrections began to take their toll and later in 2897, the entire effort was abadoned.",-25.06,73.31,-30.28
Ross 128,"In 2905, the Federation answered a plea to restore order in Ross 128. Maurice Grant, the would-be leader of the colony there, had been assassinated in 2903. A Federal task force took charge of the colony and the rest of the system, then enforced a new colonial charter on its citizens, re-classifying it as a penal and correction facility.",5.53,9.44,0.13
Ackwada,"The election of Grant Keller in 2976 saw a change tp Federal policy. Under Keller's administration, corporate investment and involvement in all aspects of Federation society increased dramatically. Recognising the need to restore the financial reserves to the administration which had been utterly exhausted by the previous military expenditures of the last century. / Keller's tenure came to and end in 2984 and Federal policy returned to previous ways. A Federally-supported coup in the Ackwada system was ruthlessly suppressed by the Imperial fifth fleet in 2986.",42.78,-65.31,-11.34
Sol,"The election of Tyrell Biggs from Mars to the office of President in 3008, saw another change in approach. Biggs had been a Congressman for Mars for a long time, and made extensive use of his diplomatic connections throughout his tenure. During his election, he talked a great deal about the use of diplomacy rather than force. / In 3008 during a lull in the fighting in Alioth, Federal diplomats secretly approached the Imperial court with a proposition that Achenar and its subsidiary systems join the Federation as full members. / This had been attempted before, and had been met with Imperial derision. The proposition included clauses and amendments that would have allowed the Imperial system to qualify for membership despite the differences between Federal and Imperial law on several matters. However, the leak of the documents by Federal spies to other Imperial systems caused widespread unrest, which might have been Biggs' intention all along. For the next decade, this cooled Imperial/Federal realtions and caused distrust on both sides.",0.00,0.00,0.00
Cemiess,"In 3022, Raul Santorini became Governor of Tau Ceti and through his Corporate connections, controlled the system's congressional seat. Santorini, nicknamed 'Proxmire' due to an obscure historical reference, was one of the very few Federal politicians to achieve significant interstellar status. He achieved substantial popularity during his early tenure as Governor by winning a significant tax rebate for the system from Congress, but also championed deep cuts in the Federal Nacy and throughout government, remaining as governor for an astonishing 76 years up until his assassination in 3098.",66.06,-105.34,27.09
Cemiess,"In 3098 Governor Santorini of Tau Ceti, was assassinated. The Federal press pinned the blame on the Empire, citing several quotes form 'Proxmire' Santorini's speeches that would make him an Imperial target. Unusually, the Emperor chose to make a personal rebuttal of the accusation. Nevertheless, three years later Imperial colonists escorted by Imperial warships, settled on Emerald in the Cemiess system. The Federation responded by sending Admiral O'Brien with a task force, who also dropped a military force onto the planet. Over the next thirty years, both sides backed local forces (with occasional direct naval confrontation) to gain control of the planet and the system, though ultimaterly Imperial defenders prevailed with the Empire basing the VI Fleet in the system. O'Brien's efforts were popularised in the fictional holo-vid series ""O'Brien's War"".",66.06,-105.34,27.09
Arexack,"In 3126, the Federal media's attention turned to the Arexack system. Zack Blackbeam, the interstellar celebrity, socialite and playboy staged a holoprohected light show in the system, called 'The Coming of Kum Byar'. Tens of millions of Federal citizens watched as the naive monks of the hermit like settlements were taken in by the spectacle and led to believe they would be prevented from 'ascending to the Highest Level of Paradise', owing to the 'displeasing shave' of their leader His Magnificence the Right Holy Ssord Rettu III. The comic farce quickly became serious when Rettu's acolytes assassinated him live on interstellar television and the system descended into a violent, religious, civil war.",44.97,-80.53,-7.22
Kappa Fornacis,"In late 3300 President Jasmina Halsey declared the rare narcotic 'Onionhead' illegal throughout Federal space. Onionhead is the fruit of on alien plant on Panem in the Kappa Fornacis system. / Geogio Algeria, spokesman for the Farmer's Cooperative in the Kappa Fornacis system, accused the President of victimisation. / Tensions between the Onionhead cultivators and the Federation continued to rise, culminating in the bombing of Panem by the Federal Navy. This action seemed to have little effect as a brand new strain of Onionhead was subsequently discovered in markets, having been cultivated somewhere on Luca in the Tanmark system.",12.47,-66.72,-22.91
BD-02 4304,"A mystery outbreak began on Newton Dock in BD-02 4304 in June 3301. The disease, which came to be known as the Cerberus Plague, soon spread to the neighbouring Bast, Una, Santjalan, Bastes, Maheou Ti and Ochoeng systems. A breakthrough was made in July when a cure was found. / Officials at Hart Station comissioned a memorial to commemorate more than 100,000 people who lost their lives to the plague.",-30.75,38.16,94.69
Nganji,"Late in 3301 Professor Ishmael Palin began an independent research programme, based at Christian Dock in the Nganji System, to study anomalous extraterrestrial objects discovered earlier in the year. / In December he issued a request for help in establishing a new research base on Maia b1ba in order to safely study the artefacts. The request was positively received by the galactic community and Palin's team was soon ready to start work on their new base of operations. / By January 3302 he had announced a dramatic breakthrough in his research into meta-alloys. He confirmed that technical issues at the Obsidian Orbital were a direct result of interference from the artefacts. They also had the ability to repair themself using resources from other ships and machinery.",-24.59,36.84,-132.09
Maia,"Work on a new Ocellus starport began in the Kaushpoos system of the Pleiades Nebula on 28'th October 3301. Within a day, pirates began congregating in Kaushpoos, preying on traders and contractors travelling to and from the system. A request for aid was sent out and the pirates were repelled in short order. Later the starport was named Obsidian Orbital via public vote. / On 19th December it was reported that the new station had been affected ny technical issues plagueing the galaxy, but personnel were determined to keep it running.",-81.78,-149.44,-343.38
Sol,"The complete list of Presidents is too numerous to mention here, so only those who made a name for themselves in intergalactic affairs are listed. / Sadig Kessler (Federal President in 2599 - 2607) / Isaac Gellan (Federal President in 2862 - 2866 (disgraced - lost VoNC)) / Olaf Smith (Federal President in 2866 - 2874) / Jeremy Tann (Federal President in 2874 - 2882) / Verity Campbell (Federal President in 2956 - 2960 (lost VoNC)) / Ulrich Vale (Federal President in 2968 - 2976) / Grant Keller (Federal President in 2976 - 2984) / Tyrell Biggs (Federal President in 3008 - 3016) / Loric Trander (Federal President in 3184 - 3192) / Eugene Cooper (Federal President in 3260 - 3264 (unpopular - lost VoNC)) / Antonia Madison (Federal President in 3264 - 3272) / Jasmina Halsey (Federal President in 3300 - 3301 (disappeared)) / Zachary Hudson ((Federal President in 3301 - present)",0.00,0.00,0.00
Sirius,"In 2339 a commercial colonial expedition reached the unusual binary Sirius system. The colonisation was the first solely corporate colonial mission and the company rapidly rose to become the premier supplier of drive fuel throughout human space. The on-off war between the two major powers over the following centuries financed the initial expansion of the company into an interstellar giant as it supplied both sides. Initially just fuel, but as it became a large interstellar conglomerate, also providing drive technologies and moving into many more fields. / Before it was a hundred years old, the Sirius corporation and its products were thoroughly integrated into civillian and military production throughout human space. It became a trusted partner even during times of conflict, and the organisation took great care to implement 'Chinese walls' between confidential information of its many customers, and put in place a strict protocol so no single customer would be favoured over another, as it fully appreciated its future business depended on it.",6.25,-1.28,-5.75
Sirius,"The Sirius Corporation operated under its own strict laws, governing workers rights, privileges etc., and also put in place conventions whereby in dealings with customers for large projects it voluntarily operated under a special hybrid of local law and Sirius law - where the strictest provision was deemed to be in place. This became known as 'The Sirius Convention' - and was often applied in treaties between independent systems. / The Sirius Corporation developed a strong reputation for fair dealing too. It would never refer to rival jurisdictions or deal terms in a negotiation with a government, and would keep such negotiations strictly to the scope of the deal - not using any of the many levers less scrupulous organisations would frequently call upon. Such delas were said to be conducted 'under the Sirius Rule' - another term that effectively entered the language, much like the 'Chatham House Rule' a millennium earlier.",6.25,-1.28,-5.75
Sirius,"Sirius was known as the 'Dog Star' in some ancient cultures, and is the brightest star in Earth's night sky.",6.25,-1.28,-5.75
Sirius,"In 3278, the Corporation saw a turnaround in its decline with the introduction of a new, faster drive system. Any similarities to the system in the Antares incident were denied at the time, though acknowledgements decades later revealed it was based on the results of the same research program. In the following years further improvements were made available both by Sirius and by its rivals, each dramatically reducing jump tomes, eventually resulted in very rapid hyperspace travel - journeys that previously took days could now be made in seconds - triggering a further age of expansion. / Not only did this success trigger a new period of galactic expansion, but expansion of the Corporation itself. It has expanded into other fields, with offices throughout human space.",6.25,-1.28,-5.75
Sirius,"The Sirius Corporation has a great many subsidiaries, but its main business centres around fusion reactors of all sorts - it makes and sells hyperdrive fuels, hyperdrives, power plants large and small, luxury surface transports, waste processing reactors, atmospheric processing units, industrial facilities for smelting, refining, and a wide range of mining equipment. It has cemented its position by using standardised parts for its power plants - whether it is at the heart of an industrial smelter, a luxury highliner or a surface city. / The Sirius Corporation now runs several dozen systems. These have a stricht legal system, their own penal code (based on Federal law), and their own law enforcement. They even have their own navy.",6.25,-1.28,-5.75
Luyten's Star,"Sirius Industrial makes a broad range of bespoke heavy industrial installations for smelting, refining, processing and manufacturing. There are largely automaed and easily assembled on site, using local materials for key elements of the construction where possible. All are centred around large Sirius power reactors - often multiple 100GW units are used in a single plant.",6.56,2.34,-10.25
Sothis,"The early terraforming tended to use genetically engineered biological processes that would change the atmosphere of a suitable world over many decades to a breathable atmosphere using energy captured from the star via biological processes. This process was both slow, expensive (it was made up of many stages) and only a narrow set of worlds were suitable. The idea of doing direct chemical conversion on a vast scale was there, but not practical because of the vast power requirements.",-352.78,10.50,-346.34
Te Kaha,"Sirius Navy is a large organisation, providing vigorous protection for all Sirius Corporation interests. It owns its own cruisers built by Imerpial Gutamaya yards, and built under license in Sirius' own naval yards, branded in the Sirius Corporation's own royal blue livery, but much of their naval force comes from a large number of Cutters built under license and by Imperial Gutamaya, operating as patrol ships, and a great many fighters.",-172.81,13.31,-154.63
Epsilon Eridani,"Previously known as the Cisco Corporation, WorldCraft is based in the Epsilon Eridani system and has been the Federation's favourite tourist resort for more then three hundred years. / For centuries Woldcraft (then Cisco) was a major tourist corporation, running tourist resorts throughout human space. It was a big customer of Free World Ventures 'Worldcraft' atmospheric processing units as it began to create whole tourist resort planets in the early part of the 33rd century. To exclude its competitors from this market, it bought FMV in a hostile takeover in 3260 via a leveraged buyout - doubling the size of the corporation in one step, and renamed the whole corporation to 'WorldCraft' (with a capital 'C' in the middle) based on this operation, as at that point Cisco was associated with a broad range of holidays, including the seedier end of the market - something that had prevented Cisco from sucessfully entering the Imperial market. The 'WorldCraft' brand was highly respected, including in Imperial space, and the change was made in the hope of being more acceptable to the Empire.",1.94,-7.75,-6.84
Epsilon Eridani,"WorldCraft is a giant Corporation, but still has very high debt levels due to the acquisition, and has been seen to be quite unscrupulous in many of its dealings. This has since damaged the WorldCraft brand somewhat, and is not so warmly embraced by the Empire as a result (though some Imperial worlds still have Worldcraft atmospheric processors built by FMV, but now served by WorldCraft in an uneasy relationship). This made way for the creation of Sirius Atmospherics - that has since taken a big slice of the terraforming business from WorldCraft - which WorldCraft has been powerless to stop as they remain a big customer of Sirius as at the core of their terraforming units is a 100GW Sirius power plant. / WorldCraft operates two major business areas; terraforming and tourism/entertainment, making them a direct competitor to the Rockforth Corporation in one and Sirius in the other.",1.94,-7.75,-6.84
Epsilon Eridani,"WorldCraft also operates behind a great many smaller businesses. It has always been very acquisitive, but has also been known to asset strip those businesses it takes over, often letting them fail without honouring customer contracts. / The corporation does not operate in the Empire at all, as much of its business is seen as being unsavoury by Imperial patricians - both some of its 'holidy products' and also business practices. / WorldCraft operate their own Navy, owning a number of branded Federal Cruisers. It also runs a fleet of passenger ships, large and small on 'package tours' to WorldCraft worlds for holiday packages, which are occasionally escorted by their own naval vessels.",1.94,-7.75,-6.84
Epsilon Eridani,"Most come here for the WorldCraft Theme Park which was set up with no expense spared and costs s small fotrune to visit. It is well worth it though, because you can live in a world of almost any fantasy you wish (something that has given it a reputation for seediness). If you want a break from the lushness outside, you can elect to stay for a day at the Ancient London Earth World of 1960 (where every effort has been made to make it as authentic as possible, it even has the stench of pollution). / Every fantasy theme has its own complex which is self contained, with actors to help tourists play a part in adventures and feel that it is real. / There are more wholesome themes on offer too. The War Veterans Trust maintains offices at Oliverport and runs the famous Museum of Armour and Ballistics on New California.",1.94,-7.75,-6.84
Ackwada,"The Rockforth Corporation was founded on Ackwada by the Rockforth Family in 2673, the family that first settled the world. / The Rockforth Corporation began by running Ackwada earning significant foreign exchange from tourism and 'genuine ground-grown food' which it sold far and wide, making very significant revenues. It has since grown into a powerful interstellar corporation, still specialising in agriculture and tourism, with the corporation running giant corporate farms on habitable worlds across especially Federal human space. It has also become quite acquisitive, buying up many of its client companies.",42.78,-65.31,-11.34
Ackwada,"In the early part of 3241, Dien W'rit, a powerful interstellar entrepeneur, died in unusual circumstances while on holiday in Yorksville, Thompson's Planet (Ackwada). The matter was complicated when it was revealed that he had died leaving behind a recently modified Last WIll and Testament which made Thompson , CEO of the Rockforth Corporation, sole heir to the entire W'rit estate. The W'rit family alleged corruption, though they had no evidence othen than the fact of the change in the will. / Then, in July 3251, there was a terrorist attack, launched from unindentified starships, which attacked one of the headquarter buildings in Yorksville. A Federal Senator, several Imperial barristers, and many Rockforth legal staff were killed, not none of the W'rit family, who had left on a trip to see the local wildlife. / The case was dropped, but the attackers were never found. However, in 3273, several members of the W'rit family were present during an explosion at an agricultural facility on Altair.",42.78,-65.31,-11.34
Ackwada,"The official discovery of this system and its habitable planet is nowadays sccredited to Augustus Brenquith, although the Rockforth Corporation claim the land deeds and development rights to the system. Thirty nine years after the Corporation declared the system its own; an ancient message capsule (a common way for sending messages at the time) was recovered from outside the orbit of Jupiter in the Sol syste,. / The discovery aroused considerable interest amongst archeologists on Earth at the time while the capsule was in transit to the New Delhi University there was heated debate as to whether the artefact should be opened or not. When the capsule was studied, the seal was seen to be broken, so the matter was resolved. Inside the capsule was a message crystal with the log of the second five years of Augustus Brenquith's solitary search for new worlds, his 'glittering lagacy', included in the list of planetary systems that he had stumbled upon was that of Ackwada.",42.78,-65.31,-11.34
Zearla,"Employing over a quarter of a million full time staff and owning sole mineral rights to some forty nine planets, the Wreaken Corporation can be found throughout most of the frontier and Federation Worlds. / Tobias Wreaken was a coal miner from old Earth. His company adopted a cautious and steady approach to its work and this won them a large number of contracts in the early space industry. Wreaken's descendants saw massive opportunities in the Colonial Charter policy of the Federation and few Colonial missions set off without a Wreaken representative and Wreaken equipment.",26.16,-52.94,31.63
Zearla,"Wreaken facilities exist on many worlds, but their contracts are primarily with the Federation, Independent and Alliance systems. Mining stations extract natural resources and transport them to vast industrial refineries, or with the larger deposits, refine them on site. The company is aggressive in its acquisitions as it strives to maintain its position in the face of direct competition from Mastopolos Mining Incorporated. / The recent discoveries of Tantalum in several systems, including Tiliala during the last century have led to several new contracts for Wreaken. Massive mining operations have been oragnised in the system during the last decade as jurisdictional wrangling between the Federation and the Empire continues. The Corporation hold contracts with both sides in the system and can mine the ore without prejudice. Who the ore is supplied to afterwards, remains a problem.",26.16,-52.94,31.63
Zearla,"WCM is a major customer of Sirius Mining, making exclusive use of their equipment, under a long term mutually beneficial deal. / Wreaken operate their own fleet of Federal Cutters and smaller ships to provide protection to their many installations, but in extreme cases can call for backup from the Sirius Navy under its commercial relationship - so it is not unheard of for a Sirius battlefleet to back up a Wreaken defence force. Wreaken pays for this service, but it has decided die to the distributed nature of their installations, it is not cost effective to operate its own cruisers. / Many of the ores WCM mines are refined on site, so sale of refined alloys is a big part of their business.",26.16,-52.94,31.63
Enayex,"The Mastopolos family were originally from Achenaar and several members rose to positions of significant Senatorial power in the syste,. However, in 2951, the major interest of Giya Mastopolos lay in solving an Imperial resource crisis and so he financed an expeditionary flotilla into the Zeaex system, empowering Erronsa and Francis Ashfield in their conflict over mining rights with Grambourne Cambridge of the Federation. / After the death of her husband, Gabriella Mastopolos assumed control of the Corporation and guided it to new prosperity. Duke's frivolous ways were quicly forgotten as the organisation ventured out of the Imperial heartlands and courted new contracts with Alliance affiliated systems, even winning business tenders in Alioth.",45.59,-51.91,-39.47
Enayex,"Mastopolos has recently lost out to Wreaken Mining and Construction over the Tantalum extraction rights in Tiliala. They have, however, taken over administration of Jenning's Hollow in Enayex, where Imperial prisoners operate Tantalum mines. There were some concerns over the Corporation's ability to manage the unruly prison workforce, but following a direct presentation by Gabriella herself, conditions improved dramatically. / Mastopolos Mining has grown to be a major mining force, particularly in Imperial space, occasionally competing directly with WCM. It has its own force of loyal slaves who are treated very well according to Imperial rules (something that Gabriella Mastopolos, now in her 90s, widely insisted upon, and regularly visits installations to do personal spot checks). Slave leave at the end of their assigned terms with a generous bonus (calculated based on their productivity during their term), over and above their required payout under Imperial law. This means the workforce work hard and diligently - and also increases the number of people signing up for such service.",45.59,-51.91,-39.47
Enayex,"Mastopolos Mining is highly rated to do business with. Despite its name, the corporation has broad interests, mostly in and around Imperial space. It operates a fleet of large transport ships - initially to transport its own raw materials around and to supply its mining installations, but it has extended this to carry other goods too. It now runs three whole systems as corporate states, operating its own law (close to Imperial Law), and policed by its own security service. It also has a large number of outposts dotted around, covered by the same security service. / It operates its own navy based around its security service, using a small number of Imperial cruisers in company cokours, together with a fleet of cutters. These tend to deal with pirate incursions, and escort its transport when outside 'civilised' space, while the security service deals with personal issues 'on the ground'.",45.59,-51.91,-39.47
Reorte,"One of the most famous names in the history of interstellar exploration. The corporation began life as a much smaller organisation. Faulcon Manspace, a military supply organisation based on Reorte. They first rose to prominencse when they developed a new fighter craft they christined the Viper. / In this new era of the emerging interstellar privateer, Faulcon Manspace devoted its production to Vipers, but worked on a number of other designs too. / Faulcon Manspace merged with deLacy ShipWorks in 3034, one of the many shipyards building Faulcon ships under license. / One of the first new products from the merged company was the troubled Cobra MkII. This was an upgraded version of the now very dated Cobra MkI, but was not especially successful and was soon withdrawn. / Despite this, the new company grew into a corporate behemoth, and went from strength to strength, launching the Cobra MkIII to great acclaim in 3100.",75.75,48.75,75.16
Reorte,"In 3300, Faulcon deLacy stands as the largest independent ship manufacturer in colonised space. The interstellar powers recognise the quality of the work done by the corporation and often recognise this above any concerns over retaining technological exclusivity. It has both grown organically, and by acquisition, swallowing a great many of its smaller competitors and client yards over the years. / Faulcon deLacy is a major corporation, with shipyards dotted around human space, and many more sales offices. It has a wide range of ships available for sale, and an extremely long heritage from its progenitor companies going back over half a millennium. It has manufactured more than a million ships over that period, and a great many are still in use. It sells into all markets, though is widely known and has the highest sales in the vast number of independent systems.",75.75,48.75,75.16
Reorte,"Faulcon deLacy manufactures many of the smaller components in its own ships, and has a well established relationship with the Sirius Corporation, for its hyperdrives and power plants. It is also a big customer of the WCM Corporation - buying its hull alloys from them as raw material. / It still operates a modular system for the construction, which operates throughout their range of products, and all ships are built to a standardised grid system. It has also innovated too - allowing its competitors to use the same system - which has benefitted Faulcon deLacy greatly, and ironically makes acquisition a straigtfoward process.",75.75,48.75,75.16
Bedaho,"The Saud Kruger Corporation is relatively new on the corporate stage, but built on much earlier foundations. It was a small, specialist yacht manufacturer that had been very successful as a family business in a small niche. Stanislav Kruger took over the family firm from this father in 3270. / A luxury ship manufacturer, and interstellar tourism business, the Asrogator Corporation prided itself on delivering the most stylish of holiday experiences. It claims the legedary explorer Augustus Brenquith as its long dead patron and bought up all image rughts to the man's legacy several hundred years ago. / The Corporation was based in Bedaho, but maintains office facilities in 80% of all colonised systems and through its contractual support programm, helps local tourist attractions develop their portfolio for the discerning interstellar explorer.",79.34,-21.09,-7.16
Bedaho,"Saud Kruger has gone from strength to strength, and has turned around the flagging Astrogator Corporation. It now makes a range of luxury ships under its own brand name, and still competes in the tourism business under the Astrogator name, and in the star chart area too. / Astrogator cruises always used their own custom-built ships, and they continue to do so under Saud Kruger ownership, though of course now although the holidays still go under the Astrogator brand, the ships carry the Saud Kruger name. / These cruises are seen by many as once-in-a-lifetime experiences for those that would otherwise never get to see space.",79.34,-21.09,-7.16
Bedaho,"Saud Kruger is a popular luxury brand, making passenger ships and yachts for the wealthy under its main brand name, and selling luxury holidays (using luxuriously equipped Saud Kruger vessels) to the less wealthy. It also has a thriving star chart and exploration business. / Saud Kruger ships are made under license in a great many shipyards, including the Imperial Gutamaya yards. It runs its own shipyards too, with its main yards in Bedaho, but with ither yards mostly in Independent and Imperial space, with many especially valued and super-rich Imperial clients. / Astrogator holidays range from cruises around groups of local systems, to the more extreme, and Astrogator Extreme holidays carry the image of the legendary explorer Augustus Brenquith. The holidays tend to include extreme, and frequently quite dangerous, activities in distant locations, like atmospheric wave-riding, volcano diving and magnetic surfing. Trusted intrepid pilots take these adventurers 'to the edge' for 'life-changing experiences'.",79.34,-21.09,-7.16
Andceeth,"A relatively new organisation. Trouble Banking and Welfare investments is based in Andceeth. In the early days of the Deferation, Diamond star por was a major centre for commercial transactions between planetary governments. Before the days of the Universal Bulletin Board and guaranteed transfer, the worlds of Andceeth were the banking centre for the Federation. / Since the middle of the 31st century, when the system lost its significance, a group of banking entrepreneurs got together with the custodians of the vaults of Andceeth 2, also known as Trouble and began developing an investment company, using the facilities and security abandoned by the Federation.",70.78,-19.78,-8.28
Andceeth,"In 3300, TBW Investments provides loans and saving oppurtunities for individuals and businesses. It specialises in clients that prefer their assets to remain 'off the grid'. The rates of return are good and the vaults remain secure. They also specialise in the storage of high value items, in private, individual strongboxes, stored in deep underground vaults. Many suspect much of these contents are illegal, ans simply 'cooling off' - though of course the bank would strongly contest that. / TBW also trade in precious stones, both on behalf of clients, and running private markets around human space, but particularly withtin the Federation. They are well known as the best gemstone traders in human space. / TBW maintain their own security fleet. These are mostly fast, and well-equipped, using Fer de Lance craft mostly as comfortable executive transports, carrying small cargoes very securely with perhaps one or two clients only.",70.78,-19.78,-8.28
Sol,"The Federal Criminal Investigations agency is the Federation's primary domestic security and law enforcement agency. They are numerically inferior to the state police but are better trained and equipped, and cross internal State boundaries. / They are primarily an investigative unit, although they do maintain significant enforcement units. The provide specialist operational support and police backup (like SWAT teams and undercover units) as well as more traditional support for state police forces. / There is a traditional rivalry between the FCI and the State police, but that doesn't prevent them working effectively together. / Its history goes back over a millennium, evolving out of the various security bureaus on Earth. Some rituals still remain, for example the ceremonies when its members are promoted retain an ancient, martial feel, relating to the FBI and FSB - organisations dating to a pre-Federation era - though in fact they don't really relate to them.",0.00,0.00,0.00
Sol,"The Federal Intelligence Agency is a secretive organisation that looks after Federal interests outside the Federation. It runs both espionage and counter-espionage operations, and provides covert support for Federal diplomats abroad, providing intelligence relating to foreign operations in addition to protection. It has also been pro-active on many occassions. It has been implicated in destabilising foreign governments, and helping those wíth which the Federal Government is sympathetic or when their causes are aligned. Its operations have gone as far as providing arms and training directly to rebels, assassinations, rigged elections, all done in a clandestine and deniable way. / The FIA also follows up on major interstellar crimes within the Federation, where the crome crosses outside Federal space. It is a secretive organisation (paralleling the Imperial IISS) specialising in corruption and high level crime, and is considered not very accountable.",0.00,0.00,0.00
Vequess,"The Imperial Internal Security Service (or IISS ""Double I, Double S"") reports directly to the Emperor and unlike other police units has jurisdiction throughout the Empire. / In some respects they act as a coutner balance to the Imerpial Navy and have the authority to investigate any individual, unit or organisation. They oprate in quite a secretive fashion as the nature of their investigations tend to be for corruption or abuse of power. and they are generally feared, as by some they are seen as unaccountable. It has, from time to time, been associated with espionage within the Empire. They act on behalf of the Emperorm and that is their allegiance. They do the Emperor's bidding. On occassion that has been to investigate the IDC.",62.56,-106.00,22.13
Facece,"The Imperial Diplomatic Coprs (or IDC) reports to the Senate. Officially it operates embassies in most foreign sysems, but the IDC has far-reaching powers too and unlike other police units has jurisdiction throughout the Empire. It can support Senators and Ambassadors abroad. / The Ambassadors are the visible members of the IDC; high-ranking Imperial officials usually reporting directly to a specific Senator with an interest in their area, but also reporting directly to the Senate. Each Ambassador has a significant staff and budget to project Imperial influence. This staff is said to include secret agents that operate covertly within foreign powers and corporations, but reporting back ultimaterly to the Ambassadors, then on to the Senate.",64.28,-111.44,25.19
